"","KO","Level1","Level2","Level3","Level4"
"334","K02299"," 09100 Metabolism","  09102 Energy metabolism","   00190 Oxidative phosphorylation","    K02299  cyoC; cytochrome o ubiquinol oxidase subunit III"
"335","K02304"," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00860 Porphyrin metabolism","    K02304  MET8; precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase"
"336","K02305"," 09100 Metabolism","  09102 Energy metabolism","   00910 Nitrogen metabolism","    K02305  norC; nitric oxide reductase subunit C"
"337","K02321"," 09120 Genetic Information Processing","  09124 Replication and repair","   03030 DNA replication","    K02321  POLA2; DNA polymerase alpha subunit B"
"338","K02331"," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03036 Chromosome and associated proteins","    K02331  POL5, MYBBP1A; DNA polymerase phi"
"339","K02332"," 09120 Genetic Information Processing","  09124 Replication and repair","   03410 Base excision repair","    K02332  POLG; DNA polymerase gamma 1"
"340","K02339"," 09120 Genetic Information Processing","  09124 Replication and repair","   03030 DNA replication","    K02339  holC; DNA polymerase III subunit chi"
"341","K02348"," 09190 Not Included in Pathway or Brite","  09194 Poorly characterized","   99996 General function prediction only","    K02348  elaA; ElaA protein"
"342","K02350"," 09120 Genetic Information Processing","  09124 Replication and repair","   03460 Fanconi anemia pathway","    K02350  REV3L, POLZ; DNA polymerase zeta"
"343","K02359"," 09150 Organismal Systems","  09158 Development and regeneration","   04320 Dorso-ventral axis formation","    K02359  EGH; beta-1,4-mannosyltransferase"
"344","K02363"," 09100 Metabolism","  09109 Metabolism of terpenoids and polyketides","   01053 Biosynthesis of siderophore group nonribosomal peptides","    K02363  entE, dhbE, vibE, mxcE; 2,3-dihydroxybenzoate---[aryl-carrier protein] ligase"
"345","K02386"," 09140 Cellular Processes","  09142 Cell motility","   02040 Flagellar assembly","    K02386  flgA; flagellar basal body P-ring formation protein FlgA"
"346","K02395"," 09140 Cellular Processes","  09142 Cell motility","   02040 Flagellar assembly","    K02395  flgJ; peptidoglycan hydrolase FlgJ"
"347","K02399"," 09140 Cellular Processes","  09142 Cell motility","   02040 Flagellar assembly","    K02399  flgN; flagellar biosynthesis protein FlgN"
"348","K02402"," 09130 Environmental Information Processing","  09132 Signal transduction","   02020 Two-component system","    K02402  flhC; flagellar transcriptional activator FlhC"
"349","K02414"," 09140 Cellular Processes","  09142 Cell motility","   02040 Flagellar assembly","    K02414  fliK; flagellar hook-length control protein FliK"
"350","K02421"," 09140 Cellular Processes","  09142 Cell motility","   02040 Flagellar assembly","    K02421  fliR; flagellar biosynthesis protein FliR"
"351","K02424"," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K02424  tcyA, tcyJ, fliY; L-cystine transport system substrate-binding protein"
"352","K02444"," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03000 Transcription factors","    K02444  glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor"
"353","K02457"," 09130 Environmental Information Processing","  09131 Membrane transport","   03070 Bacterial secretion system","    K02457  gspH; general secretion pathway protein H"
"354","K02459"," 09130 Environmental Information Processing","  09131 Membrane transport","   03070 Bacterial secretion system","    K02459  gspJ; general secretion pathway protein J"
"355","K02462"," 09130 Environmental Information Processing","  09131 Membrane transport","   03070 Bacterial secretion system","    K02462  gspM; general secretion pathway protein M"
"356","K02463"," 09140 Cellular Processes","  09145 Cellular community - prokaryotes","   05111 Biofilm formation - Vibrio cholerae","    K02463  gspN; general secretion pathway protein N"
"357","K02473"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00520 Amino sugar and nucleotide sugar metabolism","    K02473  wbpP; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine 4-epimerase"
"358","K02474"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00520 Amino sugar and nucleotide sugar metabolism","    K02474  wbpO; UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-galactosamine dehydrogenase"
"359","K02477"," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02022 Two-component system","    K02477  K02477; two-component system, LytTR family, response regulator"
"360","K02485"," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02022 Two-component system","    K02485  rssB, hnr; two-component system, response regulator"
"361","K02496"," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00860 Porphyrin metabolism","    K02496  hemX; uroporphyrin-III C-methyltransferase"
"362","K02498"," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99987 Cofactor metabolism","    K02498  hemY; HemY protein"
"363","K02500"," 09100 Metabolism","  09105 Amino acid metabolism","   00340 Histidine metabolism","    K02500  hisF; imidazole glycerol-phosphate synthase subunit HisF"
"364","K02501"," 09100 Metabolism","  09105 Amino acid metabolism","   00340 Histidine metabolism","    K02501  hisH; imidazole glycerol-phosphate synthase subunit HisH"
"365","K02507"," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02044 Secretion system","    K02507  hofQ; protein transport protein HofQ"
"366","K02509"," 09100 Metabolism","  09105 Amino acid metabolism","   00350 Tyrosine metabolism","    K02509  hpaH; 2-oxo-hept-3-ene-1,7-dioate hydratase"
"367","K02511"," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K02511  hpaX; MFS transporter, ACS family, 4-hydroxyphenylacetate permease"
"368","K02516"," 09130 Environmental Information Processing","  09132 Signal transduction","   04011 MAPK signaling pathway - yeast","    K02516  PRMT5, HSL7; type II protein arginine methyltransferase"
"369","K02517"," 09100 Metabolism","  09107 Glycan biosynthesis and metabolism","   00540 Lipopolysaccharide biosynthesis","    K02517  lpxL, htrB; Kdo2-lipid IVA lauroyltransferase/acyltransferase"
"370","K02527"," 09100 Metabolism","  09107 Glycan biosynthesis and metabolism","   00540 Lipopolysaccharide biosynthesis","    K02527  kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase"
"371","K02532"," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K02532  lacY; MFS transporter, OHS family, lactose permease"
"372","K02537"," 09140 Cellular Processes","  09143 Cell growth and death","   04110 Cell cycle","    K02537  MAD2; mitotic spindle assembly checkpoint protein MAD2"
"373","K02538"," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03000 Transcription factors","    K02538  manR; mannose operon transcriptional activator"
"374","K02553"," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03019 Messenger RNA biogenesis","    K02553  rraA, menG; regulator of ribonuclease activity A"
"375","K02570"," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99982 Energy metabolism","    K02570  napD; periplasmic nitrate reductase NapD"
"376","K02572"," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99982 Energy metabolism","    K02572  napF; ferredoxin-type protein NapF"
"377","K02586"," 09100 Metabolism","  09102 Energy metabolism","   00910 Nitrogen metabolism","    K02586  nifD; nitrogenase molybdenum-iron protein alpha chain"
"378","K02588"," 09100 Metabolism","  09102 Energy metabolism","   00910 Nitrogen metabolism","    K02588  nifH; nitrogenase iron protein NifH"
"379","K02591"," 09100 Metabolism","  09102 Energy metabolism","   00910 Nitrogen metabolism","    K02591  nifK; nitrogenase molybdenum-iron protein beta chain"
"380","K02594"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00620 Pyruvate metabolism","    K02594  nifV; homocitrate synthase NifV"
"381","K02599"," 09130 Environmental Information Processing","  09132 Signal transduction","   04330 Notch signaling pathway","    K02599  NOTCH1; Notch 1"
"382","K02603"," 09140 Cellular Processes","  09143 Cell growth and death","   04110 Cell cycle","    K02603  ORC1; origin recognition complex subunit 1"
"383","K02605"," 09140 Cellular Processes","  09143 Cell growth and death","   04110 Cell cycle","    K02605  ORC3; origin recognition complex subunit 3"
"384","K02607"," 09140 Cellular Processes","  09143 Cell growth and death","   04110 Cell cycle","    K02607  ORC5; origin recognition complex subunit 5"
"385","K02617"," 09190 Not Included in Pathway or Brite","  09194 Poorly characterized","   99996 General function prediction only","    K02617  paaY; phenylacetic acid degradation protein"
"386","K02619"," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00790 Folate biosynthesis","    K02619  pabC; 4-amino-4-deoxychorismate lyase"
"387","K02626"," 09100 Metabolism","  09105 Amino acid metabolism","   00330 Arginine and proline metabolism","    K02626  pdaD; arginine decarboxylase"
"388","K02629"," 09100 Metabolism","  09102 Energy metabolism","   00196 Photosynthesis - antenna proteins","    K02629  pecB; phycoerythrocyanin beta chain"
"389","K02635"," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02635  petB; cytochrome b6"
"390","K02640"," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02640  petG; cytochrome b6-f complex subunit 5"
"391","K02647"," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03000 Transcription factors","    K02647  cdaR; carbohydrate diacid regulator"
"392","K02654"," 09180 Brite Hierarchies","  09181 Protein families: metabolism","   01002 Peptidases and inhibitors","    K02654  pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase"
"393","K02656"," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02044 Secretion system","    K02656  pilF; type IV pilus assembly protein PilF"
"394","K02659"," 09130 Environmental Information Processing","  09132 Signal transduction","   02020 Two-component system","    K02659  pilI; twitching motility protein PilI"
"395","K02673"," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02044 Secretion system","    K02673  pilX; type IV pilus assembly protein PilX"
"396","K02685"," 09120 Genetic Information Processing","  09124 Replication and repair","   03030 DNA replication","    K02685  PRI2; DNA primase large subunit"
"397","K02694"," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02694  psaF; photosystem I subunit III"
"398","K02695"," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02695  psaH; photosystem I subunit VI"
"399","K02696"," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02696  psaI; photosystem I subunit VIII"
"400","K02697"," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02697  psaJ; photosystem I subunit IX"
"401","K02698"," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02698  psaK; photosystem I subunit X"
"402","K02700"," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02700  psaM; photosystem I subunit XII"
"403","K02704"," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02704  psbB; photosystem II CP47 chlorophyll apoprotein"
"404","K02705"," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02705  psbC; photosystem II CP43 chlorophyll apoprotein"
"405","K02709"," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02709  psbH; photosystem II PsbH protein"
"406","K02710"," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02710  psbI; photosystem II PsbI protein"
"407","K02711"," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02711  psbJ; photosystem II PsbJ protein"
"408","K02712"," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02712  psbK; photosystem II PsbK protein"
"409","K02713"," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02713  psbL; photosystem II PsbL protein"
"410","K02715"," 09190 Not Included in Pathway or Brite","  09194 Poorly characterized","   99996 General function prediction only","    K02715  psbN; PsbN protein"
"411","K02717"," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02717  psbP; photosystem II oxygen-evolving enhancer protein 2"
"412","K02718"," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02718  psbT; photosystem II PsbT protein"
"413","K02719"," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02719  psbU; photosystem II PsbU protein"
"414","K02720"," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02720  psbV; photosystem II cytochrome c550"
"415","K02721"," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02721  psbW; photosystem II PsbW protein"
"416","K02723"," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02723  psbY; photosystem II PsbY protein"
"417","K02724"," 09100 Metabolism","  09102 Energy metabolism","   00195 Photosynthesis","    K02724  psbZ; photosystem II PsbZ protein"
"418","K02725"," 09120 Genetic Information Processing","  09123 Folding, sorting and degradation","   03050 Proteasome","    K02725  PSMA1; 20S proteasome subunit alpha 6"
"419","K02728"," 09120 Genetic Information Processing","  09123 Folding, sorting and degradation","   03050 Proteasome","    K02728  PSMA4; 20S proteasome subunit alpha 3"
"420","K02729"," 09120 Genetic Information Processing","  09123 Folding, sorting and degradation","   03050 Proteasome","    K02729  PSMA5; 20S proteasome subunit alpha 5"
"421","K02730"," 09120 Genetic Information Processing","  09123 Folding, sorting and degradation","   03050 Proteasome","    K02730  PSMA6; 20S proteasome subunit alpha 1"
"422","K02738"," 09120 Genetic Information Processing","  09123 Folding, sorting and degradation","   03050 Proteasome","    K02738  PSMB6; 20S proteasome subunit beta 1"
"423","K02739"," 09120 Genetic Information Processing","  09123 Folding, sorting and degradation","   03050 Proteasome","    K02739  PSMB7; 20S proteasome subunit beta 2"
"424","K02744"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00052 Galactose metabolism","    K02744  agaF; N-acetylgalactosamine PTS system EIIA component"
"425","K02768"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00051 Fructose and mannose metabolism","    K02768  fruB; fructose PTS system EIIA component"
"426","K02770"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00051 Fructose and mannose metabolism","    K02770  fruA; fructose PTS system EIIBC or EIIC component"
"427","K02773"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00052 Galactose metabolism","    K02773  gatA, sgcA; galactitol PTS system EIIA component"
"428","K02774"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00052 Galactose metabolism","    K02774  gatB, sgcB; galactitol PTS system EIIB component"
"429","K02777"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00010 Glycolysis / Gluconeogenesis","    K02777  crr; sugar PTS system EIIA component"
"430","K02779"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00010 Glycolysis / Gluconeogenesis","    K02779  ptsG; glucose PTS system EIICB or EIICBA component"
"431","K02781"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00051 Fructose and mannose metabolism","    K02781  srlB; glucitol/sorbitol PTS system EIIA component"
"432","K02782"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00051 Fructose and mannose metabolism","    K02782  srlE; glucitol/sorbitol PTS system EIIB component"
"433","K02783"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00051 Fructose and mannose metabolism","    K02783  srlA; glucitol/sorbitol PTS system EIIC component"
"434","K02796"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00051 Fructose and mannose metabolism","    K02796  manZ; mannose PTS system EIID component"
"435","K02800"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00051 Fructose and mannose metabolism","    K02800  mtlA, cmtA; mannitol PTS system EIICBA or EIICB component"
"436","K02803"," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K02803  nagEb; N-acetylglucosamine PTS system EIIB component"
"437","K02805"," 09100 Metabolism","  09107 Glycan biosynthesis and metabolism","   00541 O-Antigen nucleotide sugar biosynthesis","    K02805  wecE, rffA; dTDP-4-amino-4,6-dideoxygalactose transaminase"
"438","K02822"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00053 Ascorbate and aldarate metabolism","    K02822  ulaB, sgaB; ascorbate PTS system EIIB component"
"439","K02830"," 09140 Cellular Processes","  09143 Cell growth and death","   04111 Cell cycle - yeast","    K02830  HRAD1, RAD17; cell cycle checkpoint protein"
"440","K02844"," 09100 Metabolism","  09107 Glycan biosynthesis and metabolism","   00540 Lipopolysaccharide biosynthesis","    K02844  waaG, rfaG; UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase"
"441","K02847"," 09100 Metabolism","  09107 Glycan biosynthesis and metabolism","   00540 Lipopolysaccharide biosynthesis","    K02847  waaL, rfaL; O-antigen ligase"
"442","K02854"," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03000 Transcription factors","    K02854  rhaR; AraC family transcriptional regulator, L-rhamnose operon transcriptional activator RhaR"
"443","K02856"," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02000 Transporters","    K02856  rhaT; L-rhamnose-H+ transport protein"
"444","K02858"," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00740 Riboflavin metabolism","    K02858  ribB, RIB3; 3,4-dihydroxy 2-butanone 4-phosphate synthase"
"445","K02865"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02865  RP-L10Ae, RPL10A; large subunit ribosomal protein L10Ae"
"446","K02870"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02870  RP-L12e, RPL12; large subunit ribosomal protein L12e"
"447","K02875"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02875  RP-L14e, RPL14; large subunit ribosomal protein L14e"
"448","K02880"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02880  RP-L17e, RPL17; large subunit ribosomal protein L17e"
"449","K02889"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02889  RP-L21e, RPL21; large subunit ribosomal protein L21e"
"450","K02894"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02894  RP-L23e, RPL23; large subunit ribosomal protein L23e"
"451","K02898"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02898  RP-L26e, RPL26; large subunit ribosomal protein L26e"
"452","K02900"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02900  RP-L27Ae, RPL27A; large subunit ribosomal protein L27Ae"
"453","K02903"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02903  RP-L28e, RPL28; large subunit ribosomal protein L28e"
"454","K02905"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02905  RP-L29e, RPL29; large subunit ribosomal protein L29e"
"455","K02908"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02908  RP-L30e, RPL30; large subunit ribosomal protein L30e"
"456","K02917"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02917  RP-L35Ae, RPL35A; large subunit ribosomal protein L35Ae"
"457","K02924"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02924  RP-L39e, RPL39; large subunit ribosomal protein L39e"
"458","K02934"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02934  RP-L6e, RPL6; large subunit ribosomal protein L6e"
"459","K02937"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02937  RP-L7e, RPL7; large subunit ribosomal protein L7e"
"460","K02942"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02942  RP-LP1, RPLP1; large subunit ribosomal protein LP1"
"461","K02943"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02943  RP-LP2, RPLP2; large subunit ribosomal protein LP2"
"462","K02947"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02947  RP-S10e, RPS10; small subunit ribosomal protein S10e"
"463","K02949"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02949  RP-S11e, RPS11; small subunit ribosomal protein S11e"
"464","K02957"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02957  RP-S15Ae, RPS15A; small subunit ribosomal protein S15Ae"
"465","K02958"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02958  RP-S15e, RPS15; small subunit ribosomal protein S15e"
"466","K02971"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02971  RP-S21e, RPS21; small subunit ribosomal protein S21e"
"467","K02973"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02973  RP-S23e, RPS23; small subunit ribosomal protein S23e"
"468","K02974"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02974  RP-S24e, RPS24; small subunit ribosomal protein S24e"
"469","K02977"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02977  RP-S27Ae, RPS27A, UBA80; ubiquitin-small subunit ribosomal protein S27Ae"
"470","K02978"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02978  RP-S27e, RPS27; small subunit ribosomal protein S27e"
"471","K02979"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02979  RP-S28e, RPS28; small subunit ribosomal protein S28e"
"472","K02981"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02981  RP-S2e, RPS2; small subunit ribosomal protein S2e"
"473","K02989"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02989  RP-S5e, RPS5; small subunit ribosomal protein S5e"
"474","K02998"," 09120 Genetic Information Processing","  09122 Translation","   03010 Ribosome","    K02998  RP-SAe, RPSA; small subunit ribosomal protein SAe"
"475","K02999"," 09120 Genetic Information Processing","  09121 Transcription","   03020 RNA polymerase","    K02999  RPA1, POLR1A; DNA-directed RNA polymerase I subunit RPA1"
"476","K03005"," 09120 Genetic Information Processing","  09121 Transcription","   03020 RNA polymerase","    K03005  RPA49, POLR1E; DNA-directed RNA polymerase I subunit RPA49"
"477","K03007"," 09120 Genetic Information Processing","  09121 Transcription","   03020 RNA polymerase","    K03007  RPABC5, RPB10, POLR2L; DNA-directed RNA polymerases I, II, and III subunit RPABC5"
"478","K03008"," 09120 Genetic Information Processing","  09121 Transcription","   03020 RNA polymerase","    K03008  RPB11, POLR2J; DNA-directed RNA polymerase II subunit RPB11"
"479","K03009"," 09120 Genetic Information Processing","  09121 Transcription","   03020 RNA polymerase","    K03009  RPABC4, RPB12, POLR2K; DNA-directed RNA polymerases I, II, and III subunit RPABC4"
"480","K03011"," 09120 Genetic Information Processing","  09121 Transcription","   03020 RNA polymerase","    K03011  RPB3, POLR2C; DNA-directed RNA polymerase II subunit RPB3"
"481","K03012"," 09120 Genetic Information Processing","  09121 Transcription","   03020 RNA polymerase","    K03012  RPB4, POLR2D; DNA-directed RNA polymerase II subunit RPB4"
"482","K03014"," 09120 Genetic Information Processing","  09121 Transcription","   03020 RNA polymerase","    K03014  RPABC2, RPB6, POLR2F; DNA-directed RNA polymerases I, II, and III subunit RPABC2"
"483","K03020"," 09120 Genetic Information Processing","  09121 Transcription","   03020 RNA polymerase","    K03020  RPAC2, RPC19, POLR1D; DNA-directed RNA polymerases I and III subunit RPAC2"
"484","K03023"," 09120 Genetic Information Processing","  09121 Transcription","   03020 RNA polymerase","    K03023  RPC3, POLR3C; DNA-directed RNA polymerase III subunit RPC3"
"485","K03027"," 09120 Genetic Information Processing","  09121 Transcription","   03020 RNA polymerase","    K03027  RPAC1, RPC40, POLR1C; DNA-directed RNA polymerases I and III subunit RPAC1"
"486","K03028"," 09120 Genetic Information Processing","  09123 Folding, sorting and degradation","   03050 Proteasome","    K03028  PSMD2, RPN1; 26S proteasome regulatory subunit N1"
"487","K03029"," 09120 Genetic Information Processing","  09123 Folding, sorting and degradation","   03050 Proteasome","    K03029  PSMD4, RPN10; 26S proteasome regulatory subunit N10"
"488","K03030"," 09120 Genetic Information Processing","  09123 Folding, sorting and degradation","   03050 Proteasome","    K03030  PSMD14, RPN11, POH1; 26S proteasome regulatory subunit N11"
"489","K03034"," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03051 Proteasome","    K03034  RPN4; protein RPN4"
"490","K03035"," 09120 Genetic Information Processing","  09123 Folding, sorting and degradation","   03050 Proteasome","    K03035  PSMD12, RPN5; 26S proteasome regulatory subunit N5"
"491","K03038"," 09120 Genetic Information Processing","  09123 Folding, sorting and degradation","   03050 Proteasome","    K03038  PSMD7, RPN8; 26S proteasome regulatory subunit N8"
"492","K03039"," 09120 Genetic Information Processing","  09123 Folding, sorting and degradation","   03050 Proteasome","    K03039  PSMD13, RPN9; 26S proteasome regulatory subunit N9"
"493","K03044"," 09120 Genetic Information Processing","  09121 Transcription","   03020 RNA polymerase","    K03044  rpoB1; DNA-directed RNA polymerase subunit B'"
"494","K03045"," 09120 Genetic Information Processing","  09121 Transcription","   03020 RNA polymerase","    K03045  rpoB2; DNA-directed RNA polymerase subunit B"""
"495","K03056"," 09120 Genetic Information Processing","  09121 Transcription","   03020 RNA polymerase","    K03056  rpoL; DNA-directed RNA polymerase subunit L"
"496","K03058"," 09120 Genetic Information Processing","  09121 Transcription","   03020 RNA polymerase","    K03058  rpoN; DNA-directed RNA polymerase subunit N"
"497","K13317"," 09100 Metabolism","  09109 Metabolism of terpenoids and polyketides","   00523 Polyketide sugar unit biosynthesis","    K13317  eryBIII, tylCIII, tylC3; NDP-4-keto-2,6-dideoxyhexose 3-C-methyltransferase"
"498","K13328"," 09100 Metabolism","  09109 Metabolism of terpenoids and polyketides","   00523 Polyketide sugar unit biosynthesis","    K13328  spnQ; dTDP-4-dehydro-2,6-dideoxy-D-glucose 3-dehydratase"
"499","K13338"," 09140 Cellular Processes","  09141 Transport and catabolism","   04146 Peroxisome","    K13338  PEX1; peroxin-1"
"500","K13339"," 09140 Cellular Processes","  09141 Transport and catabolism","   04146 Peroxisome","    K13339  PEX6, PXAAA1; peroxin-6"
"501","K13341"," 09140 Cellular Processes","  09141 Transport and catabolism","   04146 Peroxisome","    K13341  PEX7, PTS2R; peroxin-7"
"502","K13342"," 09140 Cellular Processes","  09141 Transport and catabolism","   04146 Peroxisome","    K13342  PEX5, PXR1; peroxin-5"
"503","K13344"," 09140 Cellular Processes","  09141 Transport and catabolism","   04146 Peroxisome","    K13344  PEX13; peroxin-13"
"504","K13355"," 09140 Cellular Processes","  09141 Transport and catabolism","   04146 Peroxisome","    K13355  NUDT19; acyl-coenzyme A diphosphatase NUDT19, mitochondrial"
"505","K13403"," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00670 One carbon pool by folate","    K13403  MTHFD2; methylenetetrahydrofolate dehydrogenase(NAD+) / 5,10-methenyltetrahydrofolate cyclohydrolase"
"506","K13408"," 09150 Organismal Systems","  09159 Environmental adaptation","   04626 Plant-pathogen interaction","    K13408  cvaA, mchE, raxA; membrane fusion protein"
"507","K13409"," 09130 Environmental Information Processing","  09131 Membrane transport","   02010 ABC transporters","    K13409  cvaB, mchF, raxB; ATP-binding cassette, subfamily B, bacterial CvaB/MchF/RaxB"
"508","K13449"," 09130 Environmental Information Processing","  09132 Signal transduction","   04016 MAPK signaling pathway - plant","    K13449  PR1; pathogenesis-related protein 1"
"509","K13479"," 09100 Metabolism","  09104 Nucleotide metabolism","   00230 Purine metabolism","    K13479  ygeT, xdhB; xanthine dehydrogenase FAD-binding subunit"
"510","K13483"," 09100 Metabolism","  09104 Nucleotide metabolism","   00230 Purine metabolism","    K13483  yagT; xanthine dehydrogenase YagT iron-sulfur-binding subunit"
"511","K13484"," 09100 Metabolism","  09104 Nucleotide metabolism","   00230 Purine metabolism","    K13484  TTHL; 5-hydroxyisourate hydrolase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase"
"512","K13485"," 09100 Metabolism","  09104 Nucleotide metabolism","   00230 Purine metabolism","    K13485  PRHOXNB, URAD; 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase"
"513","K13486"," 09130 Environmental Information Processing","  09132 Signal transduction","   02020 Two-component system","    K13486  wspC; chemotaxis protein methyltransferase WspC"
