"","P16_x100_t72","P16_x100_t48","P16_x100_t3","P16_x100_t24","P16_x100_t168","P16_x100_t0","P14_x100_t72","P14_x100_t48","P14_x100_t3","P14_x100_t24","P14_x100_t168","P14_x100_t0","P13_x50_t72","P13_x50_t48","P13_x50_t3","P13_x50_t24","P13_x50_t168","P13_x50_t0","P10_x50_t72","P10_x50_t48","P10_x50_t3","P10_x50_t24","P10_x50_t168","P10_x50_t0","P09_x50_t72","P09_x50_t48","P09_x50_t3","P09_x50_t24","P09_x50_t168","P09_x50_t0","P08_x100_t72","P08_x100_t48","P08_x100_t24","P08_x100_t168","P08_x100_t0","P04_x50_t72","P04_x50_t48","P04_x50_t3","P04_x50_t24","P04_x50_t168","P03_x100_t72","P03_x100_t48","P03_x100_t3","P03_x100_t24","P03_x100_t168","P03_x100_t0"
"CE15 4-O-methyl-glucuronoyl methylesterase (EC 3.1.1.-)",7.2400912102175,6.80357647129482,5.5751064658672,5.54492211039155,6.84771031724345,7.27573622940358,7.36599148246989,6.60437914078435,5.306876243786,6.70184499099234,7.61823967536459,6.43914916564457,7.60830691410427,6.99332393898946,5.47522005739353,6.77492713442418,7.44658228155945,5.69463724443623,7.51410780441844,7.14046598138366,5.61180605011146,5.89747081084665,7.72495552924121,6.95055408826255,6.39215807402813,6.61137758858797,5.69957596479635,5.84942759355435,7.46653383950635,3.96892073334278,6.98962194384564,6.74115193748987,6.32763420829471,7.2778354378826,5.20255384228568,6.61709499052033,6.27086036737547,5.16558830939914,5.79519471461413,6.90183222357543,6.81131468497149,7.11174011608589,5.74901935429556,6.00879731810192,6.82650880508944,3.96892073334278
"CE16 acetylesterase (EC 3.1.1.6) active on various carbohydrate acetyl esters",5.64080160452893,5.33582163017311,3.96892073334278,4.78573787203371,6.11852684237233,3.96892073334278,5.86990648126249,4.98703124566011,3.96892073334278,4.3181301966832,5.7338504014339,3.96892073334278,5.92514401738116,5.37835988817157,4.57470949124145,4.92269795436147,5.64147056019703,3.96892073334278,6.24813088314752,5.90761637468683,4.57715118213366,5.14093888146727,5.8637062929721,3.96892073334278,5.33095389933449,4.30456667603265,3.96892073334278,3.96892073334278,4.78578448271854,3.96892073334278,5.04300442586588,4.93535958937031,4.29201698455964,4.75979911987538,3.96892073334278,6.07074794210521,6.37456640443043,3.96892073334278,4.96422925098307,6.85852751093674,5.72388386590265,5.14136654549869,3.96892073334278,4.94062331221158,5.63070323363865,3.96892073334278
"CE17 acetylmannan esterase (3.1.1.-)",4.69291409832025,5.09815832355818,6.00385039692883,6.30851358330519,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,4.70207921415988,4.46158665831866,3.96892073334278,3.96892073334278,4.60711681438772,4.32893008125712,5.50927371023962,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,6.43272886201012,5.03053988927251,3.96892073334278,3.96892073334278,3.96892073334278,4.78212889231049,4.51316896052391,3.96892073334278,3.96892073334278,3.96892073334278,4.31563964718976,4.73817851005143,5.06401892151607,3.96892073334278,3.96892073334278,4.34732562185088,3.96892073334278,5.20035861103729,5.32610043031429,3.96892073334278,4.81379006064205,4.32335709027651,5.78616397633213,5.24695180133694,3.96892073334278,3.96892073334278
"CE18 N-acetylgalactosamine deacetylase (EC 3.5.1.-)",4.38982413023751,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,6.51162524618277,3.96892073334278,3.96892073334278,4.86220813584732,4.3181301966832,3.96892073334278,6.93739546173129,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,4.57089505064702,5.22335664386329,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,4.30456667603265,4.51316896052391,3.96892073334278,3.96892073334278,3.96892073334278,4.21438228753222,3.96892073334278,3.96892073334278,4.45698924014324,3.96892073334278,4.7638475624167,3.96892073334278,4.27615709073649,3.96892073334278,4.44719591298088,4.24653777337568,3.96892073334278,3.96892073334278,4.29826316665537,4.55004597712989,3.96892073334278
"CE19",6.54096320749484,6.55236342625719,5.33729558785201,4.65500014978568,7.11887036896858,3.96892073334278,7.3921040287008,6.52244345846956,5.96615074299341,6.55723479539776,6.47475945380672,3.96892073334278,6.67395627283015,6.3795820627477,6.06341551906332,5.91589462152102,7.04988679278296,3.96892073334278,6.99805106922216,6.55936652583862,5.32267972928648,6.71013808632696,6.4309007142249,6.58739862257226,6.09370521397766,6.21771352040381,5.76653981146954,5.24354854150529,7.29795177151719,6.2767396428444,6.79307979251376,6.5529515501963,6.13799891476273,6.96871501559344,5.20255384228568,6.47969613178159,7.01590253817592,5.52169498656384,6.11978445189133,7.47218977838186,6.39649991157018,6.21096843122071,5.45038197224337,6.13865820230192,6.97662481821859,5.94641549030932
"CE2 acetyl xylan esterase (EC 3.1.1.72).",5.42880823277012,5.29652422369147,3.96892073334278,3.96892073334278,5.55273944937387,5.35715026187113,5.47470601518257,5.42748453571472,4.86220813584732,4.77919842018135,5.25336266725462,3.96892073334278,5.44635741624123,4.68348262612689,4.66675280802793,4.52619628654456,6.05196353000726,6.51825619872917,4.55170776335572,4.97720060873101,4.57715118213366,5.12341269026056,5.91032522304481,3.96892073334278,3.96892073334278,4.54769945591438,4.44094515697556,5.28861317013933,6.17789607731063,5.08647356953122,5.14042975443268,5.0946983249779,4.68550766666712,6.27823357006351,5.66738127042819,5.0189516705133,4.69571466032719,3.96892073334278,4.25003185137483,5.49088959669512,5.40607778119066,5.48698738111768,5.1087760278623,4.53692238886995,5.34881963293458,3.96892073334278
"CE20",5.82043617888096,4.99487432339459,5.28282330104978,4.6049459530336,6.57269711227501,3.96892073334278,5.55476410906988,5.7224043765913,4.7864821678859,5.50020952551658,5.43732812628954,5.17793132477927,6.00197762197846,5.20673328388869,4.94663540399284,5.24225371924524,5.93535233591441,5.87397649631897,5.73508739760656,5.30959871721138,5.6794735116628,5.81500086006277,4.92380198618087,3.96892073334278,6.15904009133879,5.12694699078688,5.33922475836977,4.98079252833028,5.03930280721484,5.08647356953122,5.58564650627753,5.1187520987543,5.34580495152954,5.30745099251333,3.96892073334278,5.8127386454112,6.18164584828502,5.6867065983392,5.5942342556029,5.91281324221646,5.73255500644554,5.9899535569199,5.45038197224337,5.26554072250578,6.34139123150296,3.96892073334278
"CE3 acetyl xylan esterase (EC 3.1.1.72).",5.45441187930653,5.42819730529795,4.77824679777584,4.48961811431876,5.5067741085071,3.96892073334278,6.34534922318499,5.73967360414804,5.83211209326505,5.53311197099189,5.8584134674011,3.96892073334278,6.62813581048334,6.13904998263188,5.36633208173689,6.05903833118605,6.9713692164464,5.69463724443623,6.57662082604012,6.0230219317963,5.43666142898833,6.02395109978815,6.25012238242188,6.78084879229674,6.25131950287573,5.50819765529096,5.49319584582166,5.6593116563265,5.94219679669706,6.75559413429607,6.66685989073244,6.08358274941313,5.83249310788394,5.99213626203128,5.99951629596841,4.71941106966909,5.98257952022436,5.72992114654227,5.24729985363823,6.11834164981151,6.40164855802242,6.00138020645625,5.49805676377508,5.72548243875197,6.48780735860421,5.94641549030932
"CE4 acetyl xylan esterase (EC 3.1.1.72)",10.3572340575667,10.5025116565361,10.6109206183801,12.1849995042646,9.93211943988017,10.0973565837117,9.81388093650507,10.5755657640684,10.0184371267517,10.2769577140823,9.84632999389803,10.061318237639,9.99206954528239,10.1387899079983,10.0704008500171,10.8945087058341,10.065850299782,9.23933212985399,9.95141635856637,10.3648386434937,10.3143495243203,10.7169446543458,9.7847107622346,9.46129832215421,10.2803420214876,10.2821895145804,10.8922499534904,10.3783387139364,10.2212472316112,9.82967559304014,10.0820361203123,10.6599856969646,10.7855033728314,9.81590791681723,9.82477254798357,10.2896169986583,10.2639582162565,10.6284892116319,11.1815368187028,10.0862083166835,10.2601767780393,10.4720456785386,10.5414335166437,11.321269860652,9.94709600627941,9.97918509090338
"CE5 acetyl xylan esterase (EC 3.1.1.72)",5.37574421507253,5.02181673495217,4.54490138830999,3.96892073334278,5.4588709676977,3.96892073334278,4.73163130268234,5.14676348760402,5.99133348463199,5.2585510938206,3.96892073334278,5.9623894294928,4.4220175670119,4.32893008125712,5.15567492312084,4.92269795436147,5.14849084032338,6.29672195072267,4.68031976781829,3.96892073334278,5.22837322640392,5.58631840624101,4.31191004060153,3.96892073334278,4.8489868383137,5.3611876284937,5.29088707680256,5.8629024443579,5.71200705082034,6.06973617428719,4.87356794093599,5.04465480913124,5.68340218936107,4.89213086256739,3.96892073334278,5.21658956961022,3.96892073334278,5.20035861103729,4.92658016797543,5.11541530698495,4.81379006064205,5.25538980342444,5.34839315277086,5.40348549583395,5.1091363292287,5.41764347307047
"CE6 acetyl xylan esterase (EC 3.1.1.72).",4.26707018437362,3.96892073334278,4.37754360191349,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,4.60711681438772,4.32893008125712,3.96892073334278,4.64936769126481,5.18281810839149,3.96892073334278,3.96892073334278,4.52351301093152,3.96892073334278,4.18165790370171,3.96892073334278,3.96892073334278,5.26550499520063,3.96892073334278,3.96892073334278,4.22676244854155,5.3758893042174,3.96892073334278,3.96892073334278,3.96892073334278,4.29201698455964,4.25160048988107,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,4.75550267099053,3.96892073334278,3.96892073334278,4.46892478478314,3.96892073334278,4.20205326077548,3.96892073334278,3.96892073334278
"CE7 acetyl xylan esterase (EC 3.1.1.72)",6.13141583326309,6.19767955951359,5.94190806762921,7.27616603063913,6.68936208673843,6.7454645417942,6.31754847713189,6.24187295094474,6.41369282614365,6.18304401265106,6.00724676680796,5.9623894294928,6.35852919397698,6.38835642449634,6.41643807994788,6.69300902057527,5.98663687004734,6.51825619872917,6.00948343303446,6.23623574401701,6.5826566484402,6.2448790030644,5.62886189115676,6.09078658633822,6.97181862325533,5.88499973997066,6.5562533784894,5.69057179511864,6.42320324505295,7.30514404147387,6.38937088236945,6.40063233958837,5.92608500750232,6.18128002061321,7.3542726090278,5.94151723690538,6.30633138084765,6.59242993309661,6.3133534457149,6.11834164981151,6.30027851741638,6.07864134845671,6.16280721803894,6.6703581380734,6.14974293341574,3.96892073334278
"CE8 pectin methylesterase (EC 3.1.1.11).",6.8972013378179,7.50279406281728,10.6190647719913,9.69886259517521,6.46724197423324,5.35715026187113,5.84990710192867,6.65639912939875,9.6578352934883,6.25768318235516,5.10953656061549,3.96892073334278,7.2915891587206,6.96486433528979,10.130544574175,8.2067192676468,5.44904502647839,6.29672195072267,6.52537823068752,7.71469177044763,10.0059105433922,7.48667460609501,7.07065430548437,7.36296716564698,6.28070172742252,7.29104727534399,10.8108216094238,8.18117189293756,6.16435405967692,8.0084445626977,6.6930442192443,7.98968869022081,8.01065397673312,5.47588440516736,5.99951629596841,7.51369233094731,7.43519524020603,10.7588567959659,9.22422792698336,6.26215346401051,7.64333391508506,7.92248639808176,11.419216309465,8.8462722671792,6.71357783676596,5.41764347307047
"CE9 N-acetylglucosamine 6-phosphate deacetylase (EC 3.5.1.25)",7.25938221244447,7.13071713278984,8.25237017108859,8.87337254240285,6.98984867540478,7.12024186887261,7.36599148246989,7.16972292271044,8.42887044859618,7.05233766206828,6.61517432833558,8.10433791032952,7.11433816315756,7.33656828835556,7.58905930424955,7.16144246719614,6.79053796209318,7.89634867864631,7.0632866715705,7.33921088323182,7.85056435447401,7.48390705532471,7.47935703559065,8.292742411835,7.13709646960718,7.16258286380174,8.97516269902811,7.99168262538495,6.72367743978925,7.69973216997061,7.16654765385935,7.09433010956194,7.54344880927892,6.93297718565574,6.83698253011119,7.48320902839097,7.39109938204827,8.34099822139587,7.78044836297194,7.55505751252318,7.20681072003855,7.22267831926676,8.03342461803647,7.87251580057396,7.15899426754595,7.22706857693333
"GH1 beta-glucosidase (EC 3.2.1.21)",9.90075316627594,9.94183808661009,10.0068436410424,11.3397110179227,9.41443836175429,9.96801721489777,9.77996809808285,9.88211565102865,9.37535289152021,9.89774130038594,9.80890995694018,9.85884477683075,9.9517930117764,10.1109232112331,9.80861860360439,10.1037649029888,9.9241131117623,10.5441943166248,9.76637559114642,9.88869151373542,9.7135592725134,10.0827152878245,9.92332194028042,10.28102048204,9.91305399851943,9.74512265003061,9.64483485658003,9.99016081620149,9.7457066704518,10.4952036575583,9.8113378295924,9.93619108988382,10.1336595550149,9.7697930380375,10.4570919590681,9.74162568521783,10.0710482003158,9.98192516215315,10.6943432972752,9.67556762549345,9.94900010921731,9.94571790816387,9.71051141955185,10.3818452042951,9.71696592565585,10.1193677384685
"GH10 endo-1,4-beta-xylanase (EC 3.2.1.8)",9.22410080558672,9.07962099491746,9.0405239140247,8.76458060681183,9.59549067551535,7.27573622940358,10.0178132132574,9.73060592848047,9.57621036916896,9.35354423504605,10.4197318397663,8.95727453440363,10.2069328228544,10.1893287726239,9.04611899374857,9.95865323397401,11.048623728131,9.86454473415708,10.7530591966714,10.2238451223953,9.46223847591494,9.7707758601976,10.5022173970834,9.46129832215421,10.1220428272156,9.43834068877138,9.811648272426,9.30432237116204,10.6712914008916,9.5353246700334,9.62458629293049,9.680457090341,9.05114359635589,9.73242286555788,9.500541409274,9.60974629211175,9.66430949570048,8.87625519555093,8.44006192821016,10.3431615106224,9.8133169139037,10.1964251073106,9.59038368573868,9.20623697330652,9.58284745178169,9.9036284274847
"GH102 peptidoglycan lytic transglycosylase (EC 3.2.1.-)",6.78536530127944,6.68369144557836,6.86383798979739,6.2280103703822,6.11852684237233,7.41580551948543,5.72259225167859,6.53179418553999,6.59937094022354,6.45155788530278,3.96892073334278,6.43914916564457,6.12627224172862,6.21091719748977,6.92791945936508,6.13785897135695,6.25776026771768,7.22316828876341,6.08432467227904,5.2684168278825,7.17722940878472,6.27171677086829,5.99869715254392,7.10185540803996,5.33095389933449,6.15584271434532,6.58266219495873,6.21237079529067,6.12286709834583,6.45578240037303,6.43713131156217,5.83569118749204,6.29785225092383,5.83757545709921,5.99951629596841,5.88591054353772,6.48929335683928,7.5838950336351,6.48235335243782,5.4256215597822,6.42204866684165,6.34003294326745,6.76612888964264,5.9990013795838,5.69159549297104,6.31704668837604
"GH103 peptidoglycan lytic transglycosylase (EC 3.2.1.-)",8.32718568156844,8.02367047996799,7.90824297693357,7.97141897483921,8.12559021573066,6.7454645417942,8.17010573139176,7.9509708329764,7.97973886920906,8.27339871680661,7.97292475617815,6.79043232256955,8.18645631854615,8.507386994193,7.79223520147964,8.34467647761697,8.20283568936062,7.02532390639618,8.17413231047374,8.1373881090545,8.39084251454032,8.31333233563704,7.3973373054979,6.95055408826255,7.77817397531722,8.16786749061764,7.70636205334073,7.39469291611721,7.84164138344152,6.61387265616523,8.10986098698103,7.98187565204156,8.16777237081714,7.88965210738033,6.67098072175453,8.11050183115088,8.09583962471982,7.64205087097983,7.98190379109623,7.64600561770763,7.86576902986894,7.96715986750454,7.81075050786959,7.84177879266525,7.34370655504036,7.65625684792187
"GH104 peptidoglycan lytic transglycosylase (EC 3.2.1.-)",4.38982413023751,3.96892073334278,3.96892073334278,4.70140837038687,3.96892073334278,3.96892073334278,3.96892073334278,4.3605615422648,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,4.88559356318636,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,4.57571128116036,4.40058484268482,4.94871233570984,3.96892073334278,3.96892073334278,3.96892073334278,4.44253739503055,3.96892073334278,4.69159880364796,4.55033472188888,3.96892073334278,5.2289196690608,4.93535958937031,5.52704988371186,3.96892073334278,3.96892073334278,5.07974850385098,5.48039032137299,4.40260532464644,5.96782491786008,4.91292622631187,5.20493559367063,5.25538980342444,3.96892073334278,5.94886139317324,3.96892073334278,5.41764347307047
"GH105 unsaturated rhamnogalacturonyl hydrolase (EC 3.2.1.172)",7.1873212373481,7.37193053655325,7.49545187720464,9.57068871657537,7.31066304082545,6.22896195897926,6.71612270006949,7.05956202652792,5.71337298621571,7.02151373136996,7.49319844782676,5.6350468589763,7.3413986913191,7.3541221816114,7.3267794353153,7.48368084507458,6.87958060142473,6.41203545384144,7.20466528527161,6.85648044896868,6.92001178265789,7.23303885603813,6.59029907508327,7.10185540803996,7.16794101052833,6.97735386813244,5.79869080166745,7.42047994517752,6.25634887865909,6.06973617428719,6.98962194384564,7.47276220657481,7.09996382729829,6.23064516972678,6.98524649089542,7.09000686628673,6.68269146910758,7.37500553762171,8.8139391983904,6.85852751093674,7.30660336283532,7.20869378769522,8.3105895439558,7.83138447365107,7.08470744743961,5.41764347307047
"GH106 alpha-L-rhamnosidase (EC 3.2.1.40)",7.02356476986416,7.17311862484539,7.66793430605674,7.1334584724892,6.63226886491152,6.7454645417942,7.23492116878583,7.1157208412875,7.37670156109556,7.02669834309575,6.42453509559918,7.07035001077726,7.44907347323533,7.03768921020369,7.54615405338608,7.68908881852926,6.8967249598869,6.95265349233247,7.17880791947098,7.10111583500024,7.51743695854507,6.89862854789289,6.86240872122604,8.22919089894168,7.48133378783086,7.04499978712145,7.60913096836105,7.26772867942223,7.02200301248187,7.62908918343071,6.93078365414574,6.99847120888472,7.08305546000188,6.8586322516257,6.48215514513704,7.56447544979968,7.48096829413213,8.30559567046997,7.27033591716697,6.90183222357543,7.04570337999816,7.18030177181728,8.03342461803647,6.91989854520364,7.03530378571766,7.38500178927442
"GH108 N-acetylmuramidase (EC 3.2.1.17)",4.56209434113756,5.04797473955225,3.96892073334278,4.23032706469638,5.35638154875121,3.96892073334278,4.51134069703847,4.74521063728211,4.33844638016471,3.96892073334278,4.58980645451801,3.96892073334278,5.05734656484581,3.96892073334278,4.46474320680822,3.96892073334278,4.57089505064702,3.96892073334278,4.38240438228897,5.60823596923843,5.12436684842045,4.56688813195549,5.71229911800056,3.96892073334278,5.65828479716685,4.63577519409389,4.51316896052391,4.22676244854155,4.26109942176721,3.96892073334278,4.45808958429931,4.90572083736052,3.96892073334278,5.13790615192608,3.96892073334278,4.84536498376562,5.38089632769208,3.96892073334278,4.59360763990388,4.91292622631187,4.97030202995248,4.67258196757938,3.96892073334278,4.94062331221158,5.00147617691408,3.96892073334278
"GH109 alpha-N-acetylgalactosaminidase (EC 3.2.1.49)",10.9475515592778,10.882608026487,11.661035192401,14.0440097740995,10.8894040572123,10.196929172784,10.9897629595895,10.7466841237611,10.6421804479696,10.7763001407418,10.738539464383,10.2107225236083,10.8399484581377,10.9112660617675,11.4421907810769,10.482224945532,10.9507001241052,9.56170048452327,10.974449269213,10.895799372527,12.0639848888897,10.8108947175665,10.9912052574066,9.78169660485718,10.893141668683,10.6433618405172,10.6636425988937,10.480635704197,10.9319320669447,10.0063367674377,10.6792264833136,10.7239913988642,11.0194640044956,10.7711732800026,10.006408459412,10.827567983646,10.6000270205304,11.0512126494388,11.5761282785574,10.8352717369818,10.7282446695954,10.7696191895754,11.0452081517805,11.0864205168053,10.5810901569111,10.0274427142033
"GH11 endo-beta-1,4-xylanase (EC 3.2.1.8)",6.96968048486734,6.28008831217547,4.37754360191349,5.93885835088521,7.95364182466443,3.96892073334278,7.50997012944205,6.18276287025925,5.35059171982711,5.98656636166335,7.68208231737348,5.6350468589763,7.94711074884053,7.56451534046874,5.40383840694511,3.96892073334278,8.7072934142299,5.48360956837399,8.0237860609379,6.08758283223285,4.40058484268482,5.82443897413575,8.16271649658523,8.35359930067135,6.65835446662935,6.57214007912225,4.86246500627373,4.59638510845822,8.75787240783266,6.2767396428444,6.9843741515485,6.45591240889515,5.65874251342448,7.36568357737636,3.96892073334278,7.34944735435621,6.71416081811333,4.27615709073649,5.24729985363823,7.55505751252318,6.88187916227468,6.90094024211163,5.0384474221623,5.85327442991173,7.49156122680216,5.94641549030932
"GH113 beta-mannanase (EC 3.2.1.78)",5.06027178217095,5.72323339360144,5.53139197163283,5.48976505717556,4.68240323203129,3.96892073334278,5.72259225167859,5.83845848040398,6.13287626109135,5.90586924556698,4.84046433099719,5.6350468589763,5.44635741624123,5.13410926691469,5.85555303271469,5.18634395940712,5.18281810839149,3.96892073334278,5.32539503624409,6.13903161281827,5.65734362885111,5.33026690383634,5.12841149839833,3.96892073334278,5.12046097528077,5.3611876284937,5.73352008343083,4.91776668652318,4.87927221407258,3.96892073334278,5.47343029680752,5.94301297346305,5.76593668952058,4.70984846849352,3.96892073334278,5.04985471227788,5.36591699982051,5.59527937413171,5.76105698063054,4.78999033721145,5.38291991259994,5.18855218099187,5.67113369232442,5.68817239290955,5.26539854827306,3.96892073334278
"GH114 endo-alpha-1,4-polygalactosaminidase (EC 3.2.1.109)",5.64080160452893,6.09962309244902,5.84290181806429,5.16238066801318,5.11552595670625,6.22896195897926,5.65355516578513,5.11692549356719,5.99133348463199,5.72693695607552,6.39870487267482,7.19179458971422,4.96626621222511,5.35837185916435,5.72317432830957,5.39388342319582,5.596280821944,6.03075806765056,5.17793195663543,6.31800102802348,5.3811663533511,6.14640483906288,6.3839648641107,3.96892073334278,4.8489868383137,5.56784085855463,5.8144564452895,5.8762333456523,5.97413198284603,6.06973617428719,5.75607218177566,5.63300601158597,5.18643163434638,5.87004554520515,7.55575264916818,5.33700501000734,5.39567177758963,5.59527937413171,5.13173026872689,5.61116205833012,5.23231181934283,5.37737418805552,5.67113369232442,5.48157668108503,5.63070323363865,3.96892073334278
"GH115 xylan alpha-1,2-glucuronidase (3.2.1.131)",6.02544583846723,6.15933365986745,6.14678962579099,7.51636593973141,5.11552595670625,6.7454645417942,6.53735514720833,6.61318728384845,5.50976625236876,6.12414700366222,4.84046433099719,5.9623894294928,6.8233080438117,6.08518576234988,5.85555303271469,6.67602524751853,6.66550338227006,5.69463724443623,6.5665250514077,6.69936824819361,6.23609130800734,6.2980232177115,6.06118227811156,3.96892073334278,6.98925123481057,6.23487021197103,5.42982206764774,5.8220316919605,6.72367743978925,6.06973617428719,6.4603926806209,6.6024757848811,6.29030168636277,6.41158885453679,3.96892073334278,6.64939115723109,6.31331367477801,5.97895357657484,6.81555587508544,7.1367810967238,6.33312650048557,6.98031295529737,5.82221756491134,6.37262858830343,6.34139123150296,5.94641549030932
"GH116 beta-glucosidase (EC 3.2.1.21)",5.50392665288024,5.14580647580431,4.54490138830999,5.52683084692827,6.03007933539133,3.96892073334278,4.89783376333674,5.23118943084132,5.43303833622842,5.64140956672006,4.58980645451801,3.96892073334278,5.75574527907927,5.93361140901965,5.24518424611265,5.48431865316191,5.89997141848548,3.96892073334278,5.9462976857759,5.66846684497766,5.3811663533511,5.45279573047852,4.86409428248467,7.10185540803996,5.19562076062841,5.46132148723262,4.73417321014968,4.77485310437905,5.71200705082034,6.06973617428719,5.27040756665918,5.57260819162082,5.29535316692489,5.75246261762038,5.20255384228568,4.71941106966909,5.2031361465962,5.01234046400177,5.68976717417642,5.35625061992591,5.64289451837927,5.63377807911363,5.54380641587319,6.20743898402918,5.98892591667708,3.96892073334278
"GH117 beta-D-galactofuranosidase (EC 3.2.1.146)",4.9825989665084,4.56947044681857,3.96892073334278,5.81635752517222,5.24305716440004,3.96892073334278,5.19201787404832,5.90019206126752,5.86009092490248,5.76752900043191,4.84046433099719,5.17793132477927,4.60711681438772,5.02782375178236,5.20143093201634,4.52619628654456,5.07594003226004,5.48360956837399,4.7360583753149,4.85471114897036,5.72254387171736,5.2080587923926,5.56977606865207,5.2635437573542,5.19562076062841,4.90396160209994,5.53355044678866,5.26632662631772,4.73426841185888,3.96892073334278,4.73697263470206,5.2094000806337,5.48442461913784,5.0406717527925,5.20255384228568,4.43171299334171,4.41012192904686,5.35838467898675,5.37554746475769,5.61116205833012,5.32275728844716,5.8569580668675,5.0384474221623,5.48157668108503,5.52163194915819,7.38500178927442
"GH12 endoglucanase (EC 3.2.1.4)",6.7763774926799,6.6367575033993,5.73531342254945,5.5084489423003,7.35769687402664,3.96892073334278,6.99943499629138,6.25338423424092,5.5816425282945,6.17340980668105,7.05043724369307,7.67919631137304,7.17854879828911,7.04313741317328,5.28714126072369,6.18787953959574,7.82417530651454,7.97101735808871,6.98313230439745,5.80701987361251,4.57715118213366,6.27171677086829,7.9605093743784,3.96892073334278,7.07330140419529,6.8799781667774,5.6467895373991,5.61082296965948,7.86586816372097,6.06973617428719,7.35233771490758,6.40063233958837,6.55102346808641,6.9616401931038,6.48215514513704,6.90376097767522,6.79961742527666,5.29801880942977,5.10057020655502,7.17238292371494,6.76482576596206,6.65245055051685,5.1742494682531,6.12980110131423,6.80972274463567,6.31704668837604
"GH120 beta-xylosidase (EC 3.2.1.37)",6.53021970237791,6.67708383952607,6.54198646643502,7.33317193127677,6.22783655088405,6.51162524618277,6.61844628741741,6.61318728384845,7.28320993681516,7.35725303805836,6.80205564177876,6.93739546173129,6.8233080438117,6.88803623655946,6.38339094638694,7.6723575270274,6.4594666647026,6.61678112503724,6.882073101045,6.61709272808165,6.40811739148787,7.17222090671148,3.96892073334278,6.78084879229674,7.22767589574385,6.84231586524358,6.99422615410612,7.51918437510874,6.56158598619495,8.66527900065569,6.49829553846028,7.04469545603028,7.39123494914935,6.41158885453679,6.26269652574992,7.07245741839716,6.64504450592505,6.90453045841884,6.92054344317033,6.53823637458398,6.79213344079853,7.10671262261915,7.14500815112357,7.18592316949352,6.24263761597789,6.31704668837604
"GH121 beta-L-arabinobiosidase (EC 3.2.1.-)",6.13141583326309,5.09815832355818,6.6011324048739,6.0623673632283,6.79691275408007,5.35715026187113,5.70001826341416,3.96892073334278,7.49802419425364,4.77919842018135,4.84046433099719,5.17793132477927,6.20830806515846,5.57730247808392,6.84684577847416,5.48431865316191,6.71494255193696,3.96892073334278,6.2222081058209,4.88708186420642,7.4485781435105,5.08736450071095,6.30189867702699,3.96892073334278,6.61365905026807,5.28887574748051,6.85111482726173,6.31075568267432,6.49946369285215,3.96892073334278,5.67389803867643,5.2094000806337,4.92276813331211,6.42212637810816,5.20255384228568,4.80570825725095,4.50824192269885,6.6875651619748,5.39944679671958,5.72023740395076,6.05757631666573,5.95504644397606,6.83409885896043,5.01534148709531,6.93094180845343,3.96892073334278
"GH123 beta-N-acetylgalactosaminidase (EC 3.2.1.53)",4.89732792339669,3.96892073334278,3.96892073334278,4.48961811431876,5.63953603875694,3.96892073334278,3.96892073334278,3.96892073334278,4.70207921415988,4.74238786168253,3.96892073334278,3.96892073334278,3.96892073334278,4.32893008125712,3.96892073334278,4.52619628654456,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,4.30456667603265,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,4.31563964718976,3.96892073334278,4.42490300019489,4.36805594859741,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,4.81379006064205,3.96892073334278,3.96892073334278,4.94062331221158,4.6783043588296,3.96892073334278
"GH125 exo-alpha-1,6-mannosidase (EC 3.2.1.163)",3.96892073334278,4.66074563876707,4.95394273496054,6.98061825953574,4.38363146673067,3.96892073334278,3.96892073334278,5.11692549356719,4.33844638016471,5.12487044700754,3.96892073334278,3.96892073334278,4.4220175670119,4.40927383972214,3.96892073334278,4.52619628654456,3.96892073334278,4.86945768531964,3.96892073334278,4.2181618230084,4.57715118213366,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,4.82207845711305,5.35276822600953,5.29457213759038,3.96892073334278,4.73697263470206,4.8749758058296,5.01939081189886,3.96892073334278,3.96892073334278,4.71941106966909,4.96394456691506,5.16558830939914,4.80196746340382,3.96892073334278,4.79185527794264,4.21985939802001,5.23564091957308,4.96625001385621,4.55004597712989,3.96892073334278
